44, 25, 30, 24, 23, 25, 19, 15, 13, 14, 15, 23, 17, 27, 22, 17, 18, 10, 25, 20, 17, 12, 11, 20, 28, 24, 21, 16, 17, 13, 12, 13, 19, 16, 16, 6, 11, 18, 21, 19, 10, 13, 10, 10, 11, 8, 10, 16, 13, 11, 23, 13, 12, 20, 17, 17, 14, 19, 24, 23, 18, 32, 22, 32, 26, 25, 28, 31, 16, 14, 15, 25, 35, 31, 31, 25, 39, 28, 37, 36, 27, 28, 19, 23, 19, 18, 20, 20, 17, 15, 19, 22, 14, 14
38, 23, 28, 16, 20, 16, 20, 13, 17, 18, 17, 17, 12, 20, 26, 18, 16, 12, 16, 25, 15, 14, 17, 11, 18, 19, 21, 18, 17, 19, 12, 16, 17, 13, 17, 9, 11, 12, 20, 17, 14, 7, 12, 10, 5, 12, 11, 11, 13, 16, 17, 8, 11, 20, 11, 18, 14, 12, 18, 26, 23, 21, 19, 33, 31, 21, 21, 27, 21, 25, 21, 28, 33, 33, 40, 32, 27, 23, 28, 27, 20, 19, 29, 25, 22, 25, 19, 28, 18, 19, 24, 16, 23, 24
32, 13, 18, 21, 17, 22, 18, 24, 16, 20, 20, 23, 17, 18, 30, 16, 17, 14, 16, 23, 14, 13, 10, 11, 18, 19, 14, 17, 17, 13, 16, 15, 18, 19, 12, 10, 11, 10, 13, 12, 11, 14, 6, 6, 10, 10, 11, 7, 11, 15, 16, 8, 14, 7, 17, 19, 15, 13, 28, 27, 24, 16, 21, 32, 32, 31, 29, 28, 27, 24, 26, 28, 24, 33, 27, 23, 32, 25, 22, 27, 17, 19, 21, 19, 17, 23, 26, 28, 20, 22, 20, 20, 25, 28
18, 8, 16, 22, 11, 15, 22, 19, 14, 25, 30, 18, 21, 23, 22, 26, 19, 17, 17, 25, 21, 12, 10, 15, 21, 27, 13, 11, 12, 11, 10, 16, 18, 20, 12, 15, 14, 8, 6, 11, 11, 12, 5, 6, 8, 1, 8, 11, 10, 10, 16, 8, 15, 9, 15, 15, 24, 18, 26, 27, 23, 18, 22, 39, 30, 23, 22, 29, 21, 27, 30, 19, 19, 28, 24, 21, 22, 24, 33, 20, 12, 27, 20, 21, 20, 13, 19, 18, 18, 19, 22, 17, 27, 25
29, 16, 15, 21, 22, 17, 13, 19, 12, 15, 20, 20, 16, 21, 17, 19, 22, 26, 29, 30, 30, 28, 17, 23, 22, 23, 19, 10, 18, 13, 9, 10, 13, 26, 20, 12, 12, 10, 4, 9, 9, 8, 7, 7, 6, 4, 7, 11, 8, 10, 17, 7, 10, 8, 15, 22, 21, 26, 22, 24, 20, 17, 21, 34, 27, 26, 33, 22, 19, 33, 29, 20, 13, 24, 19, 22, 29, 35, 28, 24, 25, 22, 20, 24, 23, 16, 13, 11, 14, 16, 13, 21, 8, 16
22, 18, 10, 19, 22, 18, 20, 18, 19, 13, 21, 16, 18, 22, 32, 26, 31, 32, 21, 25, 17, 23, 14, 16, 22, 21, 17, 11, 17, 12, 12, 11, 15, 13, 14, 12, 12, 7, 7, 6, 12, 9, 7, 4, 4, 7, 8, 14, 11, 9, 12, 6, 13, 14, 10, 18, 17, 23, 19, 19, 18, 16, 21, 24, 22, 21, 28, 22, 30, 41, 31, 26, 30, 26, 27, 21, 25, 24, 18, 20, 17, 22, 21, 20, 24, 20, 20, 24, 19, 19, 14, 13, 10, 8
16, 12, 14, 11, 28, 18, 22, 22, 22, 26, 16, 13, 18, 24, 24, 29, 29, 21, 23, 28, 21, 25, 21, 9, 17, 24, 20, 16, 11, 8, 13, 20, 13, 11, 10, 6, 6, 0, 3, 9, 13, 7, 4, 8, 9, 4, 14, 13, 16, 13, 8, 11, 11, 11, 17, 13, 15, 18, 17, 27, 15, 20, 24, 25, 23, 31, 32, 26, 33, 27, 21, 16, 26, 20, 21, 28, 19, 28, 26, 22, 26, 13, 17, 24, 26, 28, 17, 24, 24, 23, 19, 12, 14, 12
34, 14, 16, 18, 25, 23, 22, 21, 25, 20, 21, 22, 22, 25, 22, 19, 15, 22, 20, 29, 18, 12, 16, 18, 19, 20, 20, 16, 14, 13, 11, 11, 10, 12, 4, 4, 8, 2, 3, 10, 8, 10, 7, 7, 8, 7, 10, 12, 15, 15, 16, 15, 15, 16, 15, 14, 11, 21, 18, 23, 21, 22, 29, 24, 22, 19, 36, 27, 27, 21, 24, 18, 25, 23, 24, 22, 17, 23, 15, 23, 21, 29, 24, 16, 20, 33, 36, 31, 23, 15, 14, 18, 19, 16
34, 14, 13, 17, 21, 30, 23, 21, 23, 25, 28, 24, 22, 15, 18, 17, 12, 24, 16, 23, 22, 15, 20, 18, 13, 20, 19, 18, 22, 14, 6, 10, 8, 7, 4, 5, 8, 5, 4, 8, 7, 12, 7, 6, 3, 11, 8, 13, 7, 11, 16, 13, 18, 17, 9, 16, 15, 21, 20, 25, 24, 18, 22, 21, 17, 19, 33, 24, 26, 22, 20, 25, 18, 23, 21, 16, 20, 25, 20, 20, 22, 18, 20, 17, 13, 24, 29, 28, 28, 29, 26, 22, 24, 20
28, 14, 7, 10, 13, 28, 19, 20, 26, 19, 27, 18, 18, 18, 20, 17, 18, 16, 16, 19, 22, 22, 13, 14, 11, 12, 17, 16, 17, 20, 17, 12, 8, 8, 6, 4, 8, 6, 5, 6, 9, 14, 9, 4, 5, 13, 8, 14, 20, 14, 19, 20, 14, 8, 10, 16, 13, 18, 19, 20, 24, 19, 13, 16, 21, 25, 29, 25, 17, 22, 25, 24, 21, 26, 22, 23, 18, 21, 19, 23, 17, 16, 9, 25, 22, 29, 19, 17, 20, 21, 20, 26, 19, 16
20, 14, 7, 14, 19, 25, 28, 22, 25, 26, 15, 19, 11, 16, 8, 15, 19, 15, 23, 16, 16, 17, 22, 22, 17, 14, 14, 19, 14, 14, 14, 11, 7, 9, 6, 7, 9, 8, 7, 7, 10, 17, 11, 11, 7, 14, 12, 16, 22, 16, 22, 17, 12, 11, 11, 10, 8, 13, 16, 23, 19, 20, 22, 11, 24, 26, 22, 18, 22, 18, 29, 26, 19, 26, 19, 17, 24, 20, 28, 26, 21, 18, 26, 28, 27, 22, 16, 17, 18, 19, 22, 18, 15, 17
24, 14, 23, 13, 22, 20, 26, 25, 17, 23, 15, 15, 8, 9, 19, 15, 21, 19, 21, 21, 20, 15, 18, 17, 26, 25, 19, 12, 11, 9, 16, 11, 10, 9, 8, 13, 8, 8, 7, 14, 15, 12, 16, 12, 17, 17, 13, 19, 29, 15, 9, 15, 8, 11, 11, 8, 11, 11, 19, 17, 18, 28, 18, 18, 25, 29, 24, 22, 21, 18, 21, 21, 18, 25, 12, 17, 22, 22, 18, 20, 18, 21, 21, 21, 22, 16, 15, 14, 16, 18, 12, 12, 15, 18
27, 18, 20, 20, 16, 15, 22, 28, 15, 13, 18, 20, 25, 28, 19, 18, 11, 14, 16, 15, 17, 24, 18, 16, 8, 13, 12, 19, 13, 10, 14, 18, 15, 14, 12, 12, 13, 15, 12, 8, 12, 12, 14, 14, 18, 16, 25, 28, 32, 9, 15, 14, 13, 14, 13, 18, 8, 21, 23, 17, 23, 17, 17, 19, 26, 27, 21, 23, 18, 23, 21, 21, 26, 20, 19, 17, 20, 17, 23, 19, 25, 24, 17, 20, 20, 13, 21, 21, 21, 14, 12, 16, 20, 30
38, 22, 20, 19, 33, 28, 25, 15, 17, 17, 23, 25, 22, 16, 17, 12, 14, 6, 14, 19, 15, 15, 14, 17, 24, 14, 12, 9, 10, 11, 13, 11, 11, 7, 13, 10, 12, 12, 11, 18, 15, 9, 18, 17, 21, 23, 23, 30, 23, 17, 21, 15, 22, 19, 20, 17, 23, 28, 15, 12, 19, 8, 24, 26, 19, 23, 23, 13, 22, 18, 26, 22, 19, 17, 21, 17, 31, 20, 22, 24, 31, 29, 22, 24, 16, 16, 26, 23, 14, 12, 15, 16, 22, 25
52, 24, 20, 25, 17, 25, 16, 20, 24, 15, 16, 16, 17, 8, 8, 16, 16, 13, 11, 14, 23, 12, 12, 9, 13, 16, 14, 16, 11, 15, 8, 9, 10, 15, 11, 13, 13, 10, 8, 18, 18, 16, 20, 35, 19, 26, 28, 25, 21, 19, 20, 24, 19, 24, 23, 25, 22, 14, 15, 17, 15, 12, 22, 21, 20, 24, 16, 18, 17, 20, 19, 31, 24, 21, 20, 10, 20, 31, 31, 32, 27, 23, 23, 20, 22, 24, 27, 29, 19, 24, 24, 24, 18, 21
59, 25, 22, 16, 14, 22, 25, 23, 17, 15, 8, 17, 15, 13, 11, 14, 11, 17, 13, 11, 15, 22, 16, 9, 9, 10, 8, 6, 7, 11, 11, 10, 11, 10, 17, 19, 16, 16, 14, 15, 25, 17, 22, 27, 25, 31, 30, 30, 31, 24, 20, 21, 23, 25, 28, 21, 15, 19, 11, 9, 15, 19, 15, 12, 15, 27, 14, 14, 16, 15, 19, 28, 13, 19, 18, 18, 17, 31, 23, 22, 27, 23, 21, 18, 23, 20, 26, 23, 23, 22, 21, 19, 19, 25
39, 25, 26, 23, 23, 11, 16, 22, 9, 12, 9, 8, 21, 21, 20, 12, 14, 12, 9, 16, 12, 15, 15, 14, 10, 6, 9, 6, 5, 4, 2, 4, 7, 12, 15, 16, 23, 20, 28, 31, 24, 29, 24, 33, 37, 34, 33, 23, 27, 18, 25, 33, 26, 30, 18, 13, 17, 17, 16, 7, 10, 13, 15, 16, 17, 20, 19, 18, 16, 13, 17, 16, 18, 10, 22, 20, 31, 27, 21, 18, 23, 24, 30, 18, 22, 23, 25, 30, 16, 26, 17, 17, 20, 19
46, 24, 21, 13, 20, 14, 15, 14, 21, 14, 15, 12, 13, 14, 9, 13, 12, 14, 19, 13, 17, 11, 11, 14, 9, 7, 4, 7, 9, 6, 4, 2, 9, 9, 11, 14, 25, 20, 25, 39, 31, 27, 29, 30, 44, 45, 19, 31, 30, 31, 25, 29, 28, 33, 28, 25, 22, 20, 15, 16, 14, 17, 22, 15, 16, 17, 20, 19, 23, 21, 27, 16, 15, 15, 17, 28, 25, 19, 21, 26, 21, 22, 23, 32, 32, 25, 20, 19, 23, 17, 19, 20, 27, 25
55, 21, 14, 17, 12, 18, 18, 23, 28, 21, 17, 16, 15, 15, 17, 15, 18, 14, 12, 13, 7, 6, 7, 14, 9, 9, 8, 6, 6, 4, 5, 3, 6, 8, 11, 16, 18, 24, 26, 29, 45, 41, 41, 36, 35, 32, 42, 30, 58, 33, 34, 23, 34, 22, 25, 26, 21, 14, 12, 10, 9, 17, 18, 14, 22, 13, 15, 14, 11, 14, 21, 26, 17, 22, 24, 24, 20, 24, 24, 19, 20, 24, 22, 14, 19, 25, 24, 19, 18, 13, 20, 16, 34, 21
38, 17, 12, 14, 14, 12, 21, 22, 25, 29, 31, 20, 23, 15, 6, 12, 14, 14, 13, 16, 22, 18, 13, 14, 13, 13, 7, 6, 8, 12, 12, 17, 12, 9, 11, 11, 21, 16, 30, 27, 29, 37, 43, 38, 31, 39, 43, 52, 47, 33, 29, 36, 37, 20, 21, 16, 17, 12, 14, 13, 11, 20, 10, 12, 15, 15, 14, 12, 9, 9, 12, 17, 28, 37, 27, 19, 22, 27, 18, 23, 23, 24, 17, 20, 16, 18, 19, 19, 21, 21, 17, 22, 18, 19
28, 13, 18, 18, 15, 15, 22, 23, 25, 26, 25, 31, 27, 18, 16, 9, 12, 11, 15, 16, 17, 18, 9, 7, 9, 6, 4, 6, 6, 11, 11, 12, 15, 24, 15, 20, 13, 12, 23, 19, 30, 40, 31, 42, 38, 40, 32, 52, 41, 37, 43, 39, 24, 19, 23, 12, 18, 14, 12, 13, 11, 9, 14, 9, 13, 12, 10, 14, 14, 13, 13, 20, 30, 21, 30, 26, 21, 32, 32, 17, 22, 18, 22, 22, 21, 15, 19, 12, 14, 21, 19, 18, 16, 19
28, 19, 18, 14, 14, 15, 15, 17, 25, 20, 22, 25, 25, 17, 16, 21, 17, 19, 15, 11, 19, 16, 12, 7, 5, 3, 8, 8, 8, 10, 16, 16, 14, 7, 14, 19, 16, 19, 14, 32, 22, 28, 36, 38, 47, 45, 36, 48, 33, 26, 36, 31, 25, 19, 18, 21, 25, 11, 12, 9, 9, 11, 14, 9, 13, 7, 12, 15, 13, 19, 22, 21, 19, 19, 23, 30, 29, 37, 30, 23, 18, 18, 21, 27, 15, 11, 11, 18, 22, 18, 12, 22, 19, 18
21, 19, 19, 21, 19, 19, 26, 26, 15, 22, 20, 19, 17, 29, 19, 17, 17, 16, 19, 22, 21, 15, 15, 8, 8, 9, 7, 12, 11, 10, 12, 9, 11, 19, 18, 18, 18, 34, 33, 28, 27, 29, 31, 48, 36, 44, 41, 49, 37, 33, 21, 33, 31, 21, 15, 13, 14, 16, 11, 8, 12, 11, 14, 10, 15, 13, 20, 18, 21, 23, 21, 17, 25, 22, 20, 28, 28, 36, 22, 29, 26, 23, 33, 20, 17, 16, 14, 12, 13, 23, 22, 12, 16, 18
